Class,Order,Family,Genus,species,Total,Infected,Pool_Size,Bacterium
insecta,hymenoptera,Formicidae,Odontomachus,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Odontomachus,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Odontomachus,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Odontoponera,denticulata,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Odontoponera,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Odontoponera,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Odontoponera,transversa,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Oecophylla,smaragdina,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Oecophylla,smaragdina,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Oecophylla,smaragdina,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Oecophylla,smaragdina,4,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Oecophylla,smaragdina,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Oligomyrmex,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Oligomyrmex,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Oligomyrmex,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Oligomyrmex,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Oligomyrmex,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Oligomyrmex,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Opisthopsis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Oxyopomyrmex,insularis,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pachycondyla,astuta,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pachycondyla,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pachycondyla,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pachycondyla,stigma,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Papyrius,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Paraponera,clavata,23,0,1,Cardinium
insecta,hymenoptera,Formicidae,Paraponera,clavata,23,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Paraponera,clavata,23,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Paraponera,clavata,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Paratrechina,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,adrianoi,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,cockerelli,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,coloradensis_Syn_pilifera,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,desertorium,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,diversipilosa,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,dugasi,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,elisae,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,floridana,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,gatesi,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,jelskii,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,longipes,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,micula,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,obtusospinosa,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,plagiaria,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,planifrons,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,plinii,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,quadrensis,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,rhea,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sauberi,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sitiens,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,soritis,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,vallicola,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidole,xerophila,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pheidologeton,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Philidris,cordatus,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Philidris,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Philidris,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Philidris,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Philidris,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Philidris,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Plagiolepis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Platythyrea,bicuspis,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Platythyrea,punctata,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Platythyrea,punctata,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Platythyrea,punctata,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Podomyrma,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pogonomyrmex,maricopa,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyergus,breviceps,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrachis,sp,1,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrachis,sp,3,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,abbreviata,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,abbreviata,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,abbreviata,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,abbreviata,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,ammon,1,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,argentosa,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,argentosa,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,argentosa,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,argentosa,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,armata,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,aurea,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,australis,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,australis,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,australis,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,australis,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,barretti,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,barretti,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,barretti,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,brevinoda,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,brevinoda,2,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,brevinoda,2,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,brevinoda,2,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,cleopatra,1,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,cupreata,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,cupreata,4,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,cupreata,4,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,cupreata,4,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,delecta,2,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,delecta,2,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,delecta,2,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,flavibasis,1,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,foreli,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,foreli,5,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,foreli,5,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,foreli,5,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,hookeri,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,mackayi,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,mackayi,2,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,mackayi,2,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,mackayi,2,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,monteithi,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,monteithi,3,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,monteithi,3,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,monteithi,3,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,ornata,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,ornata,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,ornata,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,ornata,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,robsoni,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,robsoni,8,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,robsoni,8,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,robsoni,8,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,rufifemur,1,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,rufifemur,2,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,rufifemur,2,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,rufifemur,2,2,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,schenkii,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,schenkii,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,schenkii,1,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,schoopae,2,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,schoopae,2,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,schoopae,2,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,senilis,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,senilis,12,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,senilis,12,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,senilis,12,2,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sokolova,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sokolova,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sokolova,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,sokolova,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,sp,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,thais,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,thais,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,thais,1,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,trapezoidea,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,tubifera,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,tubifera,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,tubifera,1,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,turneri,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,turneri,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Polyrhachis,turneri,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Polyrhachis,turneri,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Polyrhachis,vindex,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Ponera,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Prenolepis,imparis,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Prionopelta,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pristomyrmex,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Proatta,butteli,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Probolomyrmex,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Proceratium,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Procryptocerus,batesi,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Proformica,nasuta,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Prolasius,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Protanilla,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudolasius,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudolasius,sp,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudolasius,typhlops,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,apache,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,apache,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,apache,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,apache,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,concolor,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,concolor,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,concolor,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,dendroicus,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,dendroicus,6,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,dendroicus,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,dendroicus,6,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,dendroicus,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,dendroicus,6,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,ejectus,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,ejectus,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,ejectus,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatulus,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatulus,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatulus,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,elongatus,1,0,5,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,ferrugineus,13,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,ferrugineus,13,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,ferrugineus,13,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,filiformis,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,filiformis,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,filiformis,1,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,flavicornis,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,flavicornis,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,flavicornis,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,godmani,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,godmani,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,godmani,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,5,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,2,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,2,0,2,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,6,0,3,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,5,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,2,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,2,0,2,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,6,0,3,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,5,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,2,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,2,0,2,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,gracilis,6,0,3,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,haytianus,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,haytianus,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,haytianus,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,insuavis,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,insuavis,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,insuavis,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,major,8,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,major,8,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,major,8,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,malignus,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,malignus,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,malignus,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,mixtecus,3,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,mixtecus,3,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,mixtecus,3,1,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,nigrocinctus,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,nigrocinctus,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,nigrocinctus,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,nigropilosus,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,nigropilosus,2,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,nigropilosus,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,nigropilosus,2,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,nigropilosus,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,nigropilosus,2,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,pallidus,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,pallidus,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,pallidus,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,penetrator,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,penetrator,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,penetrator,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,peperi,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,peperi,6,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,peperi,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,peperi,6,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,peperi,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,peperi,6,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,perbosci,1,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,perbosci,1,0,1,Rickettsia
insecta,hymenoptera,Formicidae,Pseudomyrmex,perbosci,1,0,1,Wolbachia
insecta,hymenoptera,Formicidae,Pseudomyrmex,salvini,2,0,1,Cardinium
insecta,hymenoptera,Formicidae,Pseudomyrmex,salvini,2,0,1,Rickettsia
